t, rkf45Value
1.0, 1.000000000000
1.1, 0.909090909091
1.2, 0.833333333333
1.3, 0.769230769231
1.4, 0.714285714286
1.5, 0.666666666667
1.6, 0.625000000000
1.7, 0.588235294118
1.8, 0.555555555555
1.9, 0.526315789474
2.0, 0.500000000000
